,number,pokemon_name,pic_url,main_type,secondary_type,region,category,pokemon_family,attack,defense,stamina,flee_rate,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,pkedex_desc,poss_attacks,CP_Min,CP_Max,HP_Min,HP_Max,Porcentagem_masculino,Porcentagem_feminino,Tx_captura,Fire_weakness,Flying_weakness,Ice_weakness,Psychic_weakness,Ground_weakness,Rock_weakness,Water_weakness,Electric_weakness,Grass_weakness,Fighting_weakness,Poison_weakness,Steel_weakness,Bug_weakness,Fairy_weakness,Dark_weakness,Ghost_weakness,Dragon_weakness,0_weakness,Electric_resistance,Fairy_resistance,Fighting_resistance,Water_resistance,Grass_resistance,Bug_resistance,Fire_resistance,Ice_resistance,Steel_resistance,Ground_resistance,Poison_resistance,Ghost_resistance,Flying_resistance,Rock_resistance,Dark_resistance,Dragon_resistance,Psychic_resistance,Normal_resistance,0_resistance
640,641,Tornadus,https://static.wikia.nocookie.net/pokemongo/images/d/d1/Tornadus.png,Flying,0,Unova,Cyclone,Tornadus family,266,164,188,1%,No ,No,Formerly  (5th tier level),No,Yes,No,"Tornadus expels massive energy from its tail, causing severe storms. Its power is great enough to blow houses away.","['Air Slash', 'Bite', 'Dark Pulse', 'Grass Knot', 'Hurricane', 'Hyper Beam', 'Astonish', 'Gust', 'Focus Blast', 'Heat Wave', 'Hurricane', 'Psychic']",3345,3345,17,160,0.0,0.0,2.0,0.0,0.0,-160.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,62.5,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,642,Thundurus,https://static.wikia.nocookie.net/pokemongo/images/2/2d/Thundurus.png,Electric,Flying,Unova,Bolt,Thundurus family,266,164,188,1%,No ,No,Formerly  (5th tier level),No,Yes,No,"As it flies around, it shoots lightning all over the place and causes forest fires. It is therefore disliked.","['Astonish', 'Thunder Shock', 'Brick Break', 'Crunch', 'Thunder', 'Thunder Punch', 'Bite', 'Volt Switch', 'Focus Blast', 'Sludge Wave', 'Thunder', 'Thunderbolt']",3345,3345,17,160,0.0,0.0,2.0,0.0,0.0,-160.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,62.5,0.0,0.0,62.5,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0
642,643,Reshiram,https://static.wikia.nocookie.net/pokemongo/images/e/e2/Reshiram.png,Dragon,Fire,Unova,Vast,Reshiram family,275,211,205,1%,No ,No,Formerly  (5th tier level),No,Yes,No,"When Reshiram's tail flares, the heat energy moves the atmosphere and changes the world's weather.","['Dragon Breath', 'Fire Fang', 'Crunch', 'Draco Meteor', 'Overheat', 'Stone Edge']",4038,4038,19,173,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,62.5,0.0,0.0,0.0,39.0,62.5,39.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,644,Zekrom,https://static.wikia.nocookie.net/pokemongo/images/6/68/Zekrom.png,Dragon,Electric,Unova,Deep,Zekrom family,275,211,205,1%,No ,No,Formerly  (5th tier level),No,Yes,No,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.","['Charge Beam', 'Dragon Breath', 'Crunch', 'Flash Cannon', 'Outrage', 'Wild Charge']",4038,4038,19,173,0.0,0.0,2.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,-160.0,0.0,39.0,0.0,0.0,62.5,62.5,0.0,62.5,0.0,62.5,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0
644,645,Landorus,https://static.wikia.nocookie.net/pokemongo/images/7/79/Landorus.png,Ground,Flying,Unova,Abundance,Landorus family,261,182,205,1%,No ,No,Formerly  (5th tier level),No,Yes,No,"From the forces of lightning and wind, it creates energy to give nutrients to the soil and make the land abundant.","['Mud Shot', 'Rock Throw', 'Earth Power', 'Focus Blast', 'Outrage', 'Rock Slide', 'Extrasensory', 'Mud Shot', 'Bulldoze', 'Earthquake', 'Stone Edge', 'Superpower']",3588,3588,19,173,0.0,0.0,2.0,0.0,0.0,-256.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,39.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,646,Kyurem,https://static.wikia.nocookie.net/pokemongo/images/f/f0/Kyurem.png,Dragon,Ice,Unova,Boundary,Kyurem family,246,170,245,1%,No ,No,Formerly  (5th tier level),No,Yes,No,"Standard Pokédex description
It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.","['Dragon Breath', 'Steel Wing', 'Blizzard', 'Draco Meteor', 'Dragon Claw', 'Dragon Breath', 'Steel Wing', 'Ancient Power', 'Blizzard', 'Dragon Pulse', 'Focus Blast', 'Dragon Tail', 'Shadow Claw', 'Blizzard', 'Iron Head', 'Outrage', 'Stone Edge']",3575,3575,23,205,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,-160.0,0.0,0.0,-160.0,0.0,62.5,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,647,Keldeo,https://static.wikia.nocookie.net/pokemongo/images/6/6a/Keldeo.png,Water,Fighting,Unova,Colt,Keldeo family,260,192,209,1%,No ,No,No  ,No,No,No,"When it is resolute, its body fills with power and it becomes swifter. Its jumps are then too fast to follow.","['Low Kick', 'Poison Jab', 'Aqua Jet', 'Close Combat', 'Hydro Pump', 'X-Scissor']",3698,3698,19,177,0.0,0.0,2.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,62.5,62.5,62.5,0.0,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0
647,648,Meloetta,https://static.wikia.nocookie.net/pokemongo/images/e/ee/Meloetta.png,Normal,Psychic,Unova,Melody,Meloetta family,250,225,225,1%,No ,No,No  ,No,No,No,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,"['Confusion', 'Quick Attack', 'Dazzling Gleam', 'Hyper Beam', 'Psyshock', 'Thunderbolt', 'Low Kick', 'Quick Attack', 'Close Combat', 'Fire Punch', 'Hyper Beam', 'Ice Punch']",3972,3972,21,189,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0
648,649,Genesect,https://static.wikia.nocookie.net/pokemongo/images/a/ae/Genesect.png,Bug,Steel,Unova,Paleozoic,Genesect family,252,199,174,1%,No ,No,Formerly  (5th tier level),No,Yes,No,This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.,"['Fury Cutter', 'Metal Claw', 'Magnet Bomb', 'X-Scissor', 'Hyper Beam', 'Zap Cannon', 'Flamethrower', 'Ice Beam', 'Gunk Shot', 'Techno Blast', 'Techno Blast', 'Techno Blast']",3353,3353,16,149,0.0,0.0,2.0,-256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,39.0,62.5,0.0,62.5,62.5,0.0,39.0,0.0,0.0,0.0,0.0,62.5,62.5,62.5,0.0
649,650,Chespin,https://static.wikia.nocookie.net/pokemongo/images/4/46/Chespin.png,Grass,0,Kalos,Spiky,Chespin family,110,106,148,10%,Yes ,Yes (2-km Eggs),Formerly  (1st tier level),Formerly ,No,No,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.","['Take Down', 'Vine Whip', 'Body Slam', 'Gyro Ball', 'Seed Bomb']",1096,1096,13,128,87.5,12.5,20.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,651,Quilladin,https://static.wikia.nocookie.net/pokemongo/images/9/9a/Quilladin.png,Grass,0,Kalos,Spiny,Chespin family,146,156,156,10%,No ,No,No  ,No,No,No,It relies on its sturdy shell to deflect predators' attacks. It counterattacks with its sharp quills.,"['Low Kick', 'Vine Whip', 'Body Slam', 'Energy Ball', 'Gyro Ball']",1719,1719,14,135,87.5,12.5,10.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,652,Chesnaught,https://static.wikia.nocookie.net/pokemongo/images/6/60/Chesnaught.png,Grass,Fighting,Kalos,Spiny,Chespin family,201,204,204,10%,No ,No,No  ,No,No,No,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,"['Low Kick', 'Smack Down', 'Vine Whip', 'Energy Ball', 'Gyro Ball', 'Solar Beam', 'Superpower']",2954,2954,19,173,87.5,12.5,5.0,-160.0,-256.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0
652,653,Fennekin,https://static.wikia.nocookie.net/pokemongo/images/1/11/Fennekin.png,Fire,0,Kalos,Fox,Fennekin family,116,102,120,10%,Yes ,Yes (2-km Eggs),Formerly  (1st tier level),Formerly ,No,No,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.","['Ember', 'Scratch', 'Flame Charge', 'Flamethrower', 'Psyshock']",1028,1028,11,106,87.5,12.5,20.0,0.0,0.0,0.0,0.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,654,Braixen,https://static.wikia.nocookie.net/pokemongo/images/3/3e/Braixen.png,Fire,0,Kalos,Fox,Fennekin family,171,130,153,10%,No ,No,No  ,No,No,No,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.","['Ember', 'Scratch', 'Flame Charge', 'Flamethrower', 'Psyshock']",1813,1813,14,132,87.5,12.5,10.0,0.0,0.0,0.0,0.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,655,Delphox,https://static.wikia.nocookie.net/pokemongo/images/b/b4/Delphox.png,Fire,Psychic,Kalos,Fox,Fennekin family,230,189,181,10%,No ,No,No  ,No,No,No,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.","['Fire Spin', 'Scratch', 'Zen Headbutt', 'Fire Blast', 'Flame Charge', 'Flamethrower', 'Psychic']",3059,3059,17,154,87.5,12.5,5.0,0.0,0.0,0.0,0.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,62.5,62.5,0.0,62.5,0.0,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0
655,656,Froakie,https://static.wikia.nocookie.net/pokemongo/images/8/8e/Froakie.png,Water,0,Kalos,Bubble,Froakie family,122,84,121,10%,Yes ,Yes (2-km Eggs),Formerly  (1st tier level),Formerly ,No,No,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,"['Bubble', 'Pound', 'Aerial Ace', 'Surf', 'Water Pulse']",992,992,11,107,87.5,12.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,657,Frogadier,https://static.wikia.nocookie.net/pokemongo/images/9/91/Frogadier.png,Water,0,Kalos,Bubble,Froakie family,168,114,144,10%,No ,No,No  ,No,No,No,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.","['Bubble', 'Pound', 'Aerial Ace', 'Surf', 'Water Pulse']",1636,1636,13,125,87.5,12.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,658,Greninja,https://static.wikia.nocookie.net/pokemongo/images/9/90/Greninja.png,Water,Dark,Kalos,Ninja,Froakie family,223,152,176,10%,No ,No,No  ,No,No,No,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.","['Bubble', 'Feint Attack', 'Aerial Ace', 'Hydro Pump', 'Night Slash', 'Surf']",2654,2654,16,150,87.5,12.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,-160.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.5,0.0,0.0,62.5,0.0,39.0,0.0,0.0
658,659,Bunnelby,https://static.wikia.nocookie.net/pokemongo/images/9/9c/Bunnelby.png,Normal,0,Kalos,Digging,Bunnelby family,68,72,116,10%,Yes ,No,Formerly  (1st tier level),Yes ,Yes,No,They use their large ears to dig burrows. They will dig the whole night through.,"['Mud-Slap', 'Quick Attack', 'Bulldoze', 'Dig', 'Earthquake']",553,553,10,103,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,660,Diggersby,https://static.wikia.nocookie.net/pokemongo/images/7/72/Diggersby.png,Normal,Ground,Kalos,Digging,Bunnelby family,112,155,198,10%,No ,No,No  ,No,Yes,No,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites.","['Mud Shot', 'Quick Attack', 'Dig', 'Earthquake', 'Fire Punch', 'Hyper Beam']",1509,1509,18,168,50.0,50.0,20.0,0.0,0.0,-160.0,0.0,0.0,0.0,-160.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0
660,661,Fletchling,https://static.wikia.nocookie.net/pokemongo/images/d/dd/Fletchling.png,Normal,Flying,Kalos,Tiny,Fletchling family,95,80,128,10%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.,"['Peck', 'Quick Attack', 'Aerial Ace', 'Heat Wave', 'Swift']",800,800,12,113,50.0,50.0,50.0,0.0,0.0,-160.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,662,Fletchinder,https://static.wikia.nocookie.net/pokemongo/images/6/6f/Fletchinder.png,Fire,Flying,Kalos,Ember,Fletchling family,145,110,158,9%,No ,No,No  ,No,Yes,No,"From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass.","['Ember', 'Peck', 'Steel Wing', 'Aerial Ace', 'Flame Charge', 'Heat Wave']",1469,1469,14,136,50.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,-256.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,0.0,39.0,39.0,62.5,0.0,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,663,Talonflame,https://static.wikia.nocookie.net/pokemongo/images/b/bc/Talonflame.png,Fire,Flying,Kalos,Scorching,Fletchling family,176,155,186,5%,No ,No,No  ,No,Yes,No,"In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air.","['Fire Spin', 'Peck', 'Steel Wing', 'Incinerate', 'Brave Bird', 'Fire Blast', 'Flame Charge', 'Hurricane']",2205,2205,17,158,50.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,-256.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,0.0,39.0,39.0,62.5,0.0,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,664,Scatterbug,https://static.wikia.nocookie.net/pokemongo/images/b/b0/Scatterbug.png,Bug,0,Kalos,Scatterdust,Scatterbug family,63,63,116,20%,TBD,No,No  ,No,No,No,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact.","['Bug Bite', 'Tackle', 'Struggle']",492,492,10,103,50.0,50.0,50.0,-160.0,-160.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,665,Spewpa,https://static.wikia.nocookie.net/pokemongo/images/6/65/Spewpa.png,Bug,0,Kalos,Scatterdust,Scatterbug family,48,89,128,9%,TBD,No,No  ,No,No,No,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them.","['Bug Bite', 'Tackle', 'Struggle']",479,479,12,113,50.0,50.0,25.0,-160.0,-160.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,666,Vivillon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/666.png,Bug,Flying,Kalos,Scale,Scatterbug family,176,103,190,6%,TBD,No,No  ,No,No,No,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.,"['Bug Bite', 'Gust', 'Struggle Bug', 'Aerial Ace', 'Bug Buzz', 'Energy Ball', 'Hurricane']",1855,1855,17,162,50.0,50.0,12.5,-160.0,-160.0,-160.0,0.0,0.0,-256.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,62.5,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,667,Litleo,https://static.wikia.nocookie.net/pokemongo/images/c/c7/Litleo.png,Fire,Normal,Kalos,Lion,Litleo family,139,112,158,10%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body.","['Ember', 'Fire Fang', 'Tackle', 'Crunch', 'Flame Charge', 'Flamethrower']",1425,1425,14,136,12.5,87.5,40.0,0.0,0.0,0.0,0.0,-160.0,-160.0,-160.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,62.5,62.5,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,668,Pyroar,https://static.wikia.nocookie.net/pokemongo/images/a/a4/Pyroar.png,Fire,Normal,Kalos,Royal,Litleo family,221,149,200,7%,No ,No,No  ,No,Yes,No,The male with the largest mane of fire is the leader of the pride.,"['Fire Fang', 'Take Down', 'Ember', 'Dark Pulse', 'Flame Charge', 'Overheat', 'Solar Beam']",2767,2767,18,169,12.5,87.5,20.0,0.0,0.0,0.0,0.0,-160.0,-160.0,-160.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,62.5,62.5,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,669,Flabébé,https://static.wikia.nocookie.net/pokemongo/images/f/f7/Flab%C3%A9b%C3%A9.png,Fairy,0,Kalos,Single,Flabébé family,108,120,127,15%,Yes ,No,No  ,No,No,No,It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.,"['Tackle', 'Vine Whip', 'Dazzling Gleam', 'Petal Blizzard', 'Psychic']",1063,1063,11,112,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.0,0.0,0.0,0.0
669,670,Floette,https://static.wikia.nocookie.net/pokemongo/images/9/9f/Floette.png,Fairy,0,Kalos,Single,Flabébé family,136,151,144,7%,No ,No,No  ,No,No,No,It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.,"['Tackle', 'Vine Whip', 'Dazzling Gleam', 'Petal Blizzard', 'Psychic']",1532,1532,13,125,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.0,0.0,0.0,0.0
670,671,Florges,https://static.wikia.nocookie.net/pokemongo/images/7/7e/Florges.png,Fairy,0,Kalos,Garden,Flabébé family,212,244,186,5%,No ,No,No  ,No,No,No,"It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants.","['Razor Leaf', 'Tackle', 'Vine Whip', 'Disarming Voice', 'Moonblast', 'Petal Blizzard', 'Psychic']",3234,3234,17,158,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.0,0.0,0.0,0.0
671,672,Skiddo,https://static.wikia.nocookie.net/pokemongo/images/1/17/Skiddo.png,Grass,0,Kalos,Mount,Skiddo family,123,102,165,10%,TBD,No,No  ,No,No,No,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition.","['Rock Smash', 'Zen Headbutt', 'Brick Break', 'Rock Slide', 'Seed Bomb']",1250,1250,15,142,50.0,50.0,20.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,673,Gogoat,https://static.wikia.nocookie.net/pokemongo/images/5/5d/Gogoat.png,Grass,0,Kalos,Mount,Skiddo family,196,146,265,10%,TBD,No,No  ,No,No,No,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.,"['Rock Smash', 'Vine Whip', 'Zen Headbutt', 'Brick Break', 'Leaf Blade', 'Rock Slide', 'Seed Bomb']",2798,2798,24,221,50.0,50.0,20.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,674,Pancham,https://static.wikia.nocookie.net/pokemongo/images/c/c9/Pancham.png,Fighting,0,Kalos,Playful,Pancham family,145,107,167,9%,No ,Yes (12-km Eggs),Formerly  (1st tier level),No,No,No,"It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark.","['Low Kick', 'Tackle', 'Body Slam', 'Crunch', 'Low Sweep']",1489,1489,15,143,50.0,50.0,30.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0
674,675,Pangoro,https://static.wikia.nocookie.net/pokemongo/images/f/f2/Pangoro.png,Fighting,Dark,Kalos,Daunting,Pancham family,226,146,216,7%,No ,No,No  ,No,No,No,"Although it possesses a violent temperament, it won't put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies.","['Bullet Punch', 'Low Kick', 'Snarl', 'Close Combat', 'Iron Head', 'Night Slash', 'Rock Slide']",2902,2902,20,182,50.0,50.0,10.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,-256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,39.0,0.0,62.5,0.0,0.0
675,676,Furfrou,https://static.wikia.nocookie.net/pokemongo/images/d/d0/Furfrou.png,Normal,0,Kalos,Poodle,Furfrou family,164,167,181,7%,Yes ,No,Formerly  (1st tier level),Formerly ,No,No,Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.,"['Bite', 'Sucker Punch', 'Take Down', 'Dark Pulse', 'Grass Knot', 'Surf']",2111,2111,17,154,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
